"id","language","rt","type","response","nr_black","variant","comments"
1,"English",3930,"filler",1,5,"C","No"
1,"English",3108,"most",0,5,"C","No"
1,"English",2599,"filler",1,8,"C","No"
1,"English",4405,"many",1,7,"C","No"
1,"English",2574,"some",1,6,"C","No"
1,"English",1917,"filler",1,3,"C","No"
1,"English",2471,"filler",0,3,"C","No"
1,"English",2495,"many",0,6,"C","No"
1,"English",2093,"some",1,9,"C","No"
1,"English",1767,"filler",0,2,"C","No"
1,"English",2166,"filler",0,3,"C","No"
1,"English",1854,"most",1,9,"C","No"
1,"English",2543,"some",1,3,"C","No"
2,"English",7408,"filler",4,6,"B",NA
2,"English",1857,"some",4,5,"B",NA
2,"English",2741,"filler",4,2,"B",NA
2,"English",2475,"filler",3,4,"B",NA
2,"English",11454,"some",4,10,"B",NA
2,"English",3831,"filler",3,7,"B",NA
2,"English",2268,"filler",3,3,"B",NA
2,"English",2053,"some",4,3,"B",NA
3,"English",2685,"filler",0,4,"D","Your computer has a long ways to go before it can comprehend sentences if that's what was giving the statements!"
3,"English",1479,"some",1,10,"D","Your computer has a long ways to go before it can comprehend sentences if that's what was giving the statements!"
3,"English",1766,"filler",0,8,"D","Your computer has a long ways to go before it can comprehend sentences if that's what was giving the statements!"
3,"English",1263,"filler",1,8,"D","Your computer has a long ways to go before it can comprehend sentences if that's what was giving the statements!"
3,"English",1640,"some",0,0,"D","Your computer has a long ways to go before it can comprehend sentences if that's what was giving the statements!"
3,"English",2142,"filler",1,5,"D","Your computer has a long ways to go before it can comprehend sentences if that's what was giving the statements!"
3,"English",1767,"filler",0,5,"D","Your computer has a long ways to go before it can comprehend sentences if that's what was giving the statements!"
3,"English",1199,"some",1,7,"D","Your computer has a long ways to go before it can comprehend sentences if that's what was giving the statements!"
4,"English",6560,"filler",5,7,"B","Cheers."
4,"English",4828,"some",6,6,"B","Cheers."
4,"English",4175,"filler",1,7,"B","Cheers."
4,"English",3284,"filler",3,6,"B","Cheers."
4,"English",3659,"some",5,3,"B","Cheers."
4,"English",18601,"filler",3,8,"B","Cheers."
4,"English",4609,"filler",5,7,"B","Cheers."
4,"English",2562,"some",6,9,"B","Cheers."
5,"english",18430,"filler",2,4,"A",NA
5,"english",10894,"most",6,7,"A",NA
5,"english",5290,"filler",2,2,"A",NA
5,"english",6828,"many",4,7,"A",NA
5,"english",4844,"some",2,5,"A",NA
5,"english",5116,"filler",5,7,"A",NA
5,"english",8006,"filler",1,4,"A",NA
5,"english",6595,"most",1,3,"A",NA
5,"english",9365,"some",1,1,"A",NA
5,"english",6299,"filler",6,4,"A",NA
5,"english",5508,"filler",4,8,"A",NA
5,"english",5712,"many",2,3,"A",NA
5,"english",3379,"some",2,8,"A",NA
6,"English",6082,"filler",1,6,"D","Interesting!"
6,"English",2919,"some",0,0,"D","Interesting!"
6,"English",3070,"filler",0,8,"D","Interesting!"
6,"English",5338,"filler",0,4,"D","Interesting!"
6,"English",2142,"some",1,8,"D","Interesting!"
6,"English",3945,"filler",1,2,"D","Interesting!"
6,"English",3638,"filler",0,7,"D","Interesting!"
6,"English",2210,"some",1,7,"D","Interesting!"
7,"English",7442,"filler",1,3,"C","was a nice, fun study."
7,"English",6996,"most",0,5,"C","was a nice, fun study."
7,"English",4270,"filler",0,8,"C","was a nice, fun study."
7,"English",2142,"many",1,7,"C","was a nice, fun study."
7,"English",3095,"some",0,10,"C","was a nice, fun study."
7,"English",2015,"filler",0,7,"C","was a nice, fun study."
7,"English",2152,"filler",1,5,"C","was a nice, fun study."
7,"English",2302,"most",1,8,"C","was a nice, fun study."
7,"English",1471,"some",1,6,"C","was a nice, fun study."
7,"English",1487,"filler",0,6,"C","was a nice, fun study."
7,"English",2046,"filler",1,7,"C","was a nice, fun study."
7,"English",1952,"many",0,3,"C","was a nice, fun study."
7,"English",1718,"some",1,4,"C","was a nice, fun study."
8,"English",5436,"filler",1,7,"C",NA
8,"English",3996,"most",0,3,"C",NA
8,"English",2687,"filler",0,2,"C",NA
8,"English",2726,"many",0,3,"C",NA
8,"English",1961,"some",0,0,"C",NA
8,"English",2220,"filler",0,4,"C",NA
8,"English",1896,"filler",1,8,"C",NA
8,"English",2106,"many",1,7,"C",NA
8,"English",2308,"some",1,10,"C",NA
8,"English",4540,"filler",1,8,"C",NA
8,"English",2433,"filler",0,2,"C",NA
8,"English",2087,"most",1,9,"C",NA
8,"English",1628,"some",1,6,"C",NA
9,"English",3875,"filler",0,5,"C","Fun study, thanks"
9,"English",5609,"many",0,10,"C","Fun study, thanks"
9,"English",2031,"filler",1,3,"C","Fun study, thanks"
9,"English",2315,"most",1,8,"C","Fun study, thanks"
9,"English",1912,"some",1,6,"C","Fun study, thanks"
9,"English",1615,"filler",1,3,"C","Fun study, thanks"
9,"English",1485,"filler",0,5,"C","Fun study, thanks"
9,"English",1372,"most",0,3,"C","Fun study, thanks"
9,"English",2119,"some",0,9,"C","Fun study, thanks"
9,"English",2355,"filler",0,2,"C","Fun study, thanks"
9,"English",2663,"filler",0,5,"C","Fun study, thanks"
9,"English",1611,"many",0,3,"C","Fun study, thanks"
9,"English",1448,"some",0,0,"C","Fun study, thanks"
10,"English",6881,"filler",1,4,"C",NA
10,"English",2823,"most",0,3,"C",NA
10,"English",2900,"filler",0,6,"C",NA
10,"English",1917,"many",0,3,"C",NA
10,"English",3584,"some",1,8,"C",NA
10,"English",3080,"filler",1,5,"C",NA
10,"English",3788,"filler",0,3,"C",NA
10,"English",3409,"many",1,9,"C",NA
10,"English",2651,"some",1,2,"C",NA
10,"English",2339,"filler",0,8,"C",NA
10,"English",2158,"filler",0,7,"C",NA
10,"English",1850,"most",1,9,"C",NA
10,"English",4013,"some",1,6,"C",NA
11,"english",6396,"filler",1,2,"A",NA
11,"english",3005,"many",5,10,"A",NA
11,"english",3340,"filler",3,7,"A",NA
11,"english",2511,"most",7,9,"A",NA
11,"english",4433,"some",4,1,"A",NA
11,"english",3950,"filler",5,5,"A",NA
11,"english",2035,"filler",2,2,"A",NA
11,"english",2249,"most",2,3,"A",NA
11,"english",2657,"some",5,10,"A",NA
11,"english",2243,"filler",7,7,"A",NA
11,"english",3351,"filler",7,7,"A",NA
11,"english",3203,"many",6,5,"A",NA
11,"english",2867,"some",7,6,"A",NA
12,"english",12502,"filler",3,8,"A",NA
12,"english",8533,"most",6,6,"A",NA
12,"english",8754,"filler",1,2,"A",NA
12,"english",4821,"many",7,9,"A",NA
12,"english",5960,"some",4,9,"A",NA
12,"english",7444,"filler",5,3,"A",NA
12,"english",4383,"filler",1,7,"A",NA
12,"english",6138,"many",7,6,"A",NA
12,"english",5100,"some",7,2,"A",NA
12,"english",3760,"filler",7,8,"A",NA
12,"english",4155,"filler",6,3,"A",NA
12,"english",3758,"most",7,9,"A",NA
12,"english",4152,"some",7,7,"A",NA
13,"English",3034,"filler",1,3,"C","No."
13,"English",1757,"most",1,8,"C","No."
13,"English",1757,"filler",0,7,"C","No."
13,"English",1718,"many",1,7,"C","No."
13,"English",1413,"some",1,2,"C","No."
13,"English",1581,"filler",1,4,"C","No."
13,"English",2262,"filler",1,2,"C","No."
13,"English",1805,"most",0,4,"C","No."
13,"English",1477,"some",1,5,"C","No."
13,"English",1525,"filler",1,6,"C","No."
13,"English",2894,"filler",0,8,"C","No."
13,"English",2638,"many",0,4,"C","No."
13,"English",2158,"some",1,8,"C","No."
14,"English",7441,"filler",1,7,"B",NA
14,"English",3492,"some",7,4,"B",NA
14,"English",2776,"filler",3,8,"B",NA
14,"English",5485,"filler",5,3,"B",NA
14,"English",2980,"some",2,9,"B",NA
14,"English",4570,"filler",7,7,"B",NA
14,"English",4615,"filler",4,3,"B",NA
14,"English",3045,"some",6,6,"B",NA
15,"english",7358,"filler",6,8,"A",NA
15,"english",8235,"most",1,3,"A",NA
15,"english",7406,"filler",1,7,"A",NA
15,"english",17230,"many",3,3,"A",NA
15,"english",26294,"some",6,5,"A",NA
15,"english",4353,"filler",7,7,"A",NA
15,"english",3611,"filler",7,3,"A",NA
15,"english",4125,"most",7,10,"A",NA
15,"english",3136,"some",3,10,"A",NA
15,"english",3557,"filler",2,2,"A",NA
15,"english",2942,"filler",6,3,"A",NA
15,"english",2749,"many",6,7,"A",NA
15,"english",3935,"some",2,1,"A",NA
16,"English",3556,"filler",0,6,"C",NA
16,"English",2082,"most",1,10,"C",NA
16,"English",1766,"filler",1,6,"C",NA
16,"English",1466,"many",1,6,"C",NA
16,"English",2021,"some",1,4,"C",NA
16,"English",2183,"filler",0,7,"C",NA
16,"English",2102,"filler",0,3,"C",NA
16,"English",1419,"most",0,3,"C",NA
16,"English",1365,"some",1,6,"C",NA
16,"English",1676,"filler",1,2,"C",NA
16,"English",1784,"filler",0,5,"C",NA
16,"English",3945,"many",1,10,"C",NA
16,"English",1326,"some",1,8,"C",NA
17,"English",3597,"filler",0,7,"C","no"
17,"English",4248,"most",0,5,"C","no"
17,"English",2048,"filler",1,3,"C","no"
17,"English",2835,"many",1,6,"C","no"
17,"English",1631,"some",1,5,"C","no"
17,"English",1453,"filler",1,4,"C","no"
17,"English",1482,"filler",0,4,"C","no"
17,"English",1328,"most",1,10,"C","no"
17,"English",1566,"some",1,8,"C","no"
17,"English",2063,"filler",0,8,"C","no"
17,"English",1916,"filler",1,7,"C","no"
17,"English",1418,"many",1,9,"C","no"
17,"English",1216,"some",1,2,"C","no"
18,"english",9367,"filler",0,4,"D","no"
18,"english",3800,"some",1,6,"D","no"
18,"english",2921,"filler",0,2,"D","no"
18,"english",5605,"filler",0,3,"D","no"
18,"english",2881,"some",0,10,"D","no"
18,"english",2611,"filler",1,7,"D","no"
18,"english",4659,"filler",0,3,"D","no"
18,"english",1488,"some",1,2,"D","no"
19,"English",3793,"filler",0,8,"C","Everything worked fine, thanks"
19,"English",2482,"most",1,6,"C","Everything worked fine, thanks"
19,"English",1645,"filler",1,6,"C","Everything worked fine, thanks"
19,"English",1622,"many",0,4,"C","Everything worked fine, thanks"
19,"English",2813,"some",1,7,"C","Everything worked fine, thanks"
19,"English",1793,"filler",0,2,"C","Everything worked fine, thanks"
19,"English",975,"filler",1,8,"C","Everything worked fine, thanks"
19,"English",1398,"many",1,10,"C","Everything worked fine, thanks"
19,"English",2224,"some",1,1,"C","Everything worked fine, thanks"
19,"English",1455,"filler",0,7,"C","Everything worked fine, thanks"
19,"English",1549,"filler",0,2,"C","Everything worked fine, thanks"
19,"English",1590,"most",1,7,"C","Everything worked fine, thanks"
19,"English",1191,"some",1,8,"C","Everything worked fine, thanks"
20,"English",5083,"filler",4,7,"B",NA
20,"English",5797,"some",5,8,"B",NA
20,"English",4105,"filler",7,3,"B",NA
20,"English",16577,"filler",2,4,"B",NA
20,"English",2713,"some",7,5,"B",NA
20,"English",4749,"filler",1,8,"B",NA
20,"English",6573,"filler",4,6,"B",NA
20,"English",2544,"some",7,3,"B",NA
21,"english",10090,"filler",7,6,"A",NA
21,"english",6057,"most",2,5,"A",NA
21,"english",5279,"filler",2,5,"A",NA
21,"english",8452,"many",2,10,"A",NA
21,"english",4865,"some",7,3,"A",NA
21,"english",7401,"filler",3,5,"A",NA
21,"english",7869,"filler",5,4,"A",NA
21,"english",4361,"most",7,9,"A",NA
21,"english",6267,"some",4,8,"A",NA
21,"english",14993,"filler",1,3,"A",NA
21,"english",4074,"filler",1,7,"A",NA
21,"english",4385,"many",3,3,"A",NA
21,"english",5460,"some",4,7,"A",NA
22,"english",3557,"filler",1,4,"D","N/A"
22,"english",1722,"some",1,1,"D","N/A"
22,"english",3485,"filler",0,7,"D","N/A"
22,"english",1973,"filler",0,2,"D","N/A"
22,"english",1848,"some",1,7,"D","N/A"
22,"english",1746,"filler",1,6,"D","N/A"
22,"english",4329,"filler",1,6,"D","N/A"
22,"english",1695,"some",1,9,"D","N/A"
23,"English",4750,"filler",1,3,"D",NA
23,"English",2837,"some",1,7,"D",NA
23,"English",3376,"filler",0,4,"D",NA
23,"English",1664,"filler",0,4,"D",NA
23,"English",1427,"some",0,0,"D",NA
23,"English",3145,"filler",0,5,"D",NA
23,"English",3767,"filler",0,2,"D",NA
23,"English",2798,"some",1,9,"D",NA
24,"English",2550,"filler",0,3,"C",NA
24,"English",1835,"most",1,7,"C",NA
24,"English",2374,"filler",0,3,"C",NA
24,"English",3238,"many",1,9,"C",NA
24,"English",1939,"some",1,8,"C",NA
24,"English",1247,"filler",1,6,"C",NA
24,"English",1643,"filler",0,3,"C",NA
24,"English",2207,"most",0,5,"C",NA
24,"English",1277,"some",1,5,"C",NA
24,"English",1516,"filler",1,7,"C",NA
24,"English",1647,"filler",1,6,"C",NA
24,"English",1310,"many",1,6,"C",NA
24,"English",2933,"some",0,1,"C",NA
25,"English",12142,"filler",7,7,"B",NA
25,"English",5416,"some",2,1,"B",NA
25,"English",4357,"filler",3,7,"B",NA
25,"English",7294,"filler",3,8,"B",NA
25,"English",7040,"some",7,5,"B",NA
25,"English",8300,"filler",1,8,"B",NA
25,"English",14139,"filler",4,7,"B",NA
25,"English",3364,"some",1,10,"B",NA
26,"english",8200,"filler",2,4,"B","cool!"
26,"english",5753,"some",7,4,"B","cool!"
26,"english",4150,"filler",7,3,"B","cool!"
26,"english",8906,"filler",2,7,"B","cool!"
26,"english",4191,"some",1,10,"B","cool!"
26,"english",4682,"filler",6,3,"B","cool!"
26,"english",5120,"filler",1,8,"B","cool!"
26,"english",4218,"some",7,7,"B","cool!"
27,"English",8686,"filler",1,5,"C",NA
27,"English",53,"many",1,6,"C",NA
27,"English",6902,"filler",1,4,"C",NA
27,"English",4252,"most",0,6,"C",NA
27,"English",4588,"some",0,10,"C",NA
27,"English",4509,"filler",0,6,"C",NA
27,"English",2410,"filler",0,4,"C",NA
27,"English",4303,"most",0,10,"C",NA
27,"English",1826,"some",0,0,"C",NA
27,"English",2114,"filler",0,8,"C",NA
27,"English",1590,"filler",1,8,"C",NA
27,"English",3037,"many",1,9,"C",NA
27,"English",1731,"some",1,6,"C",NA
28,"English",4287,"filler",0,5,"C",NA
28,"English",2270,"many",1,9,"C",NA
28,"English",1928,"filler",0,5,"C",NA
28,"English",3249,"most",1,6,"C",NA
28,"English",2322,"some",1,4,"C",NA
28,"English",1682,"filler",1,2,"C",NA
28,"English",2341,"filler",1,7,"C",NA
28,"English",2007,"many",1,6,"C",NA
28,"English",1599,"some",1,7,"C",NA
28,"English",3432,"filler",0,2,"C",NA
28,"English",1751,"filler",1,2,"C",NA
28,"English",1247,"most",1,8,"C",NA
28,"English",1231,"some",1,8,"C",NA
29,"english",12391,"filler",7,6,"B","No comment."
29,"english",5010,"some",7,7,"B","No comment."
29,"english",8119,"filler",3,5,"B","No comment."
29,"english",6044,"filler",3,2,"B","No comment."
29,"english",3516,"some",1,0,"B","No comment."
29,"english",4710,"filler",1,4,"B","No comment."
29,"english",4530,"filler",2,5,"B","No comment."
29,"english",4944,"some",4,10,"B","No comment."
30,"English",7574,"filler",2,6,"B",NA
30,"English",7401,"some",5,9,"B",NA
30,"English",7901,"filler",3,3,"B",NA
30,"English",6873,"filler",1,6,"B",NA
30,"English",3425,"some",3,1,"B",NA
30,"English",6814,"filler",7,4,"B",NA
30,"English",5636,"filler",5,4,"B",NA
30,"English",4802,"some",7,6,"B",NA
31,"english",4383,"filler",0,7,"D","thank you!"
31,"english",1548,"some",1,5,"D","thank you!"
31,"english",2478,"filler",1,6,"D","thank you!"
31,"english",2030,"filler",0,3,"D","thank you!"
31,"english",2714,"some",0,10,"D","thank you!"
31,"english",1952,"filler",0,7,"D","thank you!"
31,"english",1913,"filler",1,3,"D","thank you!"
31,"english",1847,"some",1,1,"D","thank you!"
32,"ENGLISH",10331,"filler",2,4,"B","N/A"
32,"ENGLISH",4807,"some",2,1,"B","N/A"
32,"ENGLISH",5248,"filler",3,7,"B","N/A"
32,"ENGLISH",2990,"filler",2,5,"B","N/A"
32,"ENGLISH",7293,"some",5,8,"B","N/A"
32,"ENGLISH",3894,"filler",4,8,"B","N/A"
32,"ENGLISH",3244,"filler",1,6,"B","N/A"
32,"ENGLISH",4049,"some",7,5,"B","N/A"
33,"english",6436,"filler",6,8,"A",NA
33,"english",6557,"many",4,10,"A",NA
33,"english",4423,"filler",5,6,"A",NA
33,"english",3043,"most",7,8,"A",NA
33,"english",3258,"some",6,9,"A",NA
33,"english",5109,"filler",6,4,"A",NA
33,"english",3806,"filler",1,2,"A",NA
33,"english",2777,"most",1,3,"A",NA
33,"english",5634,"some",7,7,"A",NA
33,"english",4966,"filler",2,5,"A",NA
33,"english",9919,"filler",1,6,"A",NA
33,"english",4693,"many",2,3,"A",NA
33,"english",4024,"some",3,1,"A",NA
34,"english",5047,"filler",2,8,"A",NA
34,"english",3898,"many",7,9,"A",NA
34,"english",6350,"filler",6,3,"A",NA
34,"english",3633,"most",2,6,"A",NA
34,"english",3617,"some",6,6,"A",NA
34,"english",3716,"filler",4,7,"A",NA
34,"english",4350,"filler",1,8,"A",NA
34,"english",4244,"most",3,7,"A",NA
34,"english",4636,"some",2,1,"A",NA
34,"english",4407,"filler",7,2,"A",NA
34,"english",3067,"filler",1,6,"A",NA
34,"english",3177,"many",1,4,"A",NA
34,"english",4549,"some",5,8,"A",NA
35,"ENGLISH",2105,"filler",1,5,"D","NO"
35,"ENGLISH",1235,"some",1,5,"D","NO"
35,"ENGLISH",1145,"filler",1,8,"D","NO"
35,"ENGLISH",892,"filler",1,2,"D","NO"
35,"ENGLISH",901,"some",1,3,"D","NO"
35,"ENGLISH",1445,"filler",0,8,"D","NO"
35,"ENGLISH",2585,"filler",0,6,"D","NO"
35,"ENGLISH",1081,"some",1,9,"D","NO"
36,"english",3168,"filler",1,6,"D","no"
36,"english",1530,"some",1,9,"D","no"
36,"english",1875,"filler",1,3,"D","no"
36,"english",1874,"filler",1,6,"D","no"
36,"english",1804,"some",1,7,"D","no"
36,"english",2889,"filler",0,3,"D","no"
36,"english",3007,"filler",0,8,"D","no"
36,"english",1431,"some",1,3,"D","no"
37,"English",4947,"filler",1,3,"C","N/A"
37,"English",3524,"most",0,4,"C","N/A"
37,"English",3040,"filler",1,4,"C","N/A"
37,"English",2277,"many",1,8,"C","N/A"
37,"English",1629,"some",1,6,"C","N/A"
37,"English",2274,"filler",0,4,"C","N/A"
37,"English",2463,"filler",1,3,"C","N/A"
37,"English",1871,"most",1,7,"C","N/A"
37,"English",1838,"some",1,9,"C","N/A"
37,"English",2708,"filler",0,3,"C","N/A"
37,"English",3119,"filler",0,8,"C","N/A"
37,"English",2926,"many",1,5,"C","N/A"
37,"English",1637,"some",1,4,"C","N/A"
38,"english",11039,"filler",0,8,"C","cool!"
38,"english",3567,"many",0,3,"C","cool!"
38,"english",8202,"filler",0,2,"C","cool!"
38,"english",1967,"most",0,3,"C","cool!"
38,"english",2184,"some",0,7,"C","cool!"
38,"english",4311,"filler",1,5,"C","cool!"
38,"english",4904,"filler",1,8,"C","cool!"
38,"english",1968,"most",1,7,"C","cool!"
38,"english",2927,"some",0,10,"C","cool!"
38,"english",9168,"filler",0,7,"C","cool!"
38,"english",2439,"filler",0,3,"C","cool!"
38,"english",4856,"many",0,9,"C","cool!"
38,"english",2360,"some",1,4,"C","cool!"
39,"English",8116,"filler",1,4,"D",NA
39,"English",3774,"some",1,5,"D",NA
39,"English",6615,"filler",0,4,"D",NA
39,"English",3271,"filler",1,6,"D",NA
39,"English",1599,"some",1,9,"D",NA
39,"English",7006,"filler",0,5,"D",NA
39,"English",5463,"filler",0,2,"D",NA
39,"English",5863,"some",1,1,"D",NA
40,"Egnlish",4557,"filler",0,5,"C",NA
40,"Egnlish",2142,"many",1,7,"C",NA
40,"Egnlish",1357,"filler",1,6,"C",NA
40,"Egnlish",1737,"most",1,9,"C",NA
40,"Egnlish",1349,"some",1,2,"C",NA
40,"Egnlish",1627,"filler",1,8,"C",NA
40,"Egnlish",1079,"filler",1,2,"C",NA
40,"Egnlish",1159,"most",1,6,"C",NA
40,"Egnlish",1920,"some",1,10,"C",NA
40,"Egnlish",2998,"filler",1,3,"C",NA
40,"Egnlish",1071,"filler",1,7,"C",NA
40,"Egnlish",951,"many",0,5,"C",NA
40,"Egnlish",914,"some",0,5,"C",NA
41,"English",7141,"filler",3,3,"B","Very fun task.  Thanks"
41,"English",4608,"some",1,0,"B","Very fun task.  Thanks"
41,"English",3626,"filler",6,7,"B","Very fun task.  Thanks"
41,"English",4729,"filler",1,7,"B","Very fun task.  Thanks"
41,"English",3994,"some",1,10,"B","Very fun task.  Thanks"
41,"English",6793,"filler",7,8,"B","Very fun task.  Thanks"
41,"English",3409,"filler",5,8,"B","Very fun task.  Thanks"
41,"English",3041,"some",7,5,"B","Very fun task.  Thanks"
42,"english",17954,"filler",3,6,"A",NA
42,"english",9009,"many",4,5,"A",NA
42,"english",5585,"filler",7,3,"A",NA
42,"english",5777,"most",7,7,"A",NA
42,"english",4219,"some",1,8,"A",NA
42,"english",4990,"filler",2,4,"A",NA
42,"english",3131,"filler",2,5,"A",NA
42,"english",7688,"most",3,6,"A",NA
42,"english",5263,"some",1,7,"A",NA
42,"english",6131,"filler",1,6,"A",NA
42,"english",3836,"filler",5,8,"A",NA
42,"english",4394,"many",7,9,"A",NA
42,"english",4505,"some",7,3,"A",NA
43,"English",3460,"filler",0,4,"D",NA
43,"English",1962,"some",1,7,"D",NA
43,"English",2085,"filler",0,8,"D",NA
43,"English",1613,"filler",1,4,"D",NA
43,"English",4080,"some",0,10,"D",NA
43,"English",1911,"filler",1,3,"D",NA
43,"English",2455,"filler",1,4,"D",NA
43,"English",1238,"some",1,3,"D",NA
44,"english",38094,"filler",3,2,"A",NA
44,"english",19157,"many",3,4,"A",NA
44,"english",14260,"filler",4,8,"A",NA
44,"english",19514,"most",2,5,"A",NA
44,"english",8336,"some",7,4,"A",NA
44,"english",8040,"filler",2,2,"A",NA
44,"english",7527,"filler",1,3,"A",NA
44,"english",5486,"most",7,8,"A",NA
44,"english",7448,"some",6,5,"A",NA
44,"english",7532,"filler",3,6,"A",NA
44,"english",40311,"filler",6,4,"A",NA
44,"english",5733,"many",3,9,"A",NA
44,"english",5738,"some",4,9,"A",NA
45,"English",2513,"filler",1,7,"C","Thinking about how I place a numerical value on the word ""some"" was interesting - definitely made me pause."
45,"English",599,"most",0,10,"C","Thinking about how I place a numerical value on the word ""some"" was interesting - definitely made me pause."
45,"English",343,"filler",1,2,"C","Thinking about how I place a numerical value on the word ""some"" was interesting - definitely made me pause."
45,"English",279,"many",0,6,"C","Thinking about how I place a numerical value on the word ""some"" was interesting - definitely made me pause."
45,"English",343,"some",1,8,"C","Thinking about how I place a numerical value on the word ""some"" was interesting - definitely made me pause."
45,"English",279,"filler",0,8,"C","Thinking about how I place a numerical value on the word ""some"" was interesting - definitely made me pause."
45,"English",174,"filler",0,2,"C","Thinking about how I place a numerical value on the word ""some"" was interesting - definitely made me pause."
45,"English",143,"most",0,4,"C","Thinking about how I place a numerical value on the word ""some"" was interesting - definitely made me pause."
45,"English",311,"some",1,7,"C","Thinking about how I place a numerical value on the word ""some"" was interesting - definitely made me pause."
45,"English",423,"filler",1,2,"C","Thinking about how I place a numerical value on the word ""some"" was interesting - definitely made me pause."
45,"English",143,"filler",1,2,"C","Thinking about how I place a numerical value on the word ""some"" was interesting - definitely made me pause."
45,"English",135,"many",1,7,"C","Thinking about how I place a numerical value on the word ""some"" was interesting - definitely made me pause."
45,"English",406,"some",0,0,"C","Thinking about how I place a numerical value on the word ""some"" was interesting - definitely made me pause."
46,"English",7242,"filler",3,5,"B","just ty"
46,"English",2910,"some",3,10,"B","just ty"
46,"English",2303,"filler",2,3,"B","just ty"
46,"English",2284,"filler",3,6,"B","just ty"
46,"English",4135,"some",4,4,"B","just ty"
46,"English",2619,"filler",3,2,"B","just ty"
46,"English",2800,"filler",4,5,"B","just ty"
46,"English",2526,"some",4,6,"B","just ty"
47,"Enblish",6932,"filler",1,5,"D",NA
47,"Enblish",3253,"some",1,10,"D",NA
47,"Enblish",1984,"filler",1,5,"D",NA
47,"Enblish",3708,"filler",0,8,"D",NA
47,"Enblish",75,"some",0,2,"D",NA
47,"Enblish",2578,"filler",0,4,"D",NA
47,"Enblish",2066,"filler",0,6,"D",NA
47,"Enblish",1699,"some",1,5,"D",NA
48,"english",9480,"filler",1,2,"C","none"
48,"english",5014,"most",1,6,"C","none"
48,"english",4411,"filler",0,5,"C","none"
48,"english",3196,"many",1,7,"C","none"
48,"english",7867,"some",1,1,"C","none"
48,"english",3019,"filler",0,5,"C","none"
48,"english",2711,"filler",1,7,"C","none"
48,"english",5017,"many",1,4,"C","none"
48,"english",4959,"some",0,10,"C","none"
48,"english",4346,"filler",1,6,"C","none"
48,"english",3400,"filler",0,2,"C","none"
48,"english",4418,"most",1,10,"C","none"
48,"english",3485,"some",1,6,"C","none"
49,"english",4867,"filler",1,8,"D",NA
49,"english",2375,"some",1,5,"D",NA
49,"english",2255,"filler",1,8,"D",NA
49,"english",6663,"filler",0,2,"D",NA
49,"english",1698,"some",1,10,"D",NA
49,"english",2180,"filler",0,5,"D",NA
49,"english",2831,"filler",1,2,"D",NA
49,"english",1601,"some",1,4,"D",NA
50,"English",3222,"filler",0,2,"C",NA
50,"English",1661,"many",0,6,"C",NA
50,"English",6304,"filler",0,6,"C",NA
50,"English",2950,"most",0,4,"C",NA
50,"English",3955,"some",0,10,"C",NA
50,"English",1958,"filler",1,7,"C",NA
50,"English",1340,"filler",1,2,"C",NA
50,"English",1194,"most",1,7,"C",NA
50,"English",1112,"some",1,5,"C",NA
50,"English",1447,"filler",1,7,"C",NA
50,"English",1117,"filler",1,4,"C",NA
50,"English",1189,"many",1,9,"C",NA
50,"English",1292,"some",1,2,"C",NA
51,"english",5248,"filler",0,7,"D","none."
51,"english",4259,"some",1,8,"D","none."
51,"english",2332,"filler",1,5,"D","none."
51,"english",3381,"filler",1,7,"D","none."
51,"english",1220,"some",1,3,"D","none."
51,"english",1457,"filler",0,6,"D","none."
51,"english",2357,"filler",1,6,"D","none."
51,"english",1633,"some",1,7,"D","none."
52,"english",6522,"filler",1,8,"A",NA
52,"english",5059,"most",1,4,"A",NA
52,"english",4250,"filler",1,8,"A",NA
52,"english",11629,"many",5,9,"A",NA
52,"english",9266,"some",2,10,"A",NA
52,"english",11875,"filler",2,4,"A",NA
52,"english",6278,"filler",5,4,"A",NA
52,"english",6398,"many",2,3,"A",NA
52,"english",7444,"some",7,5,"A",NA
52,"english",5482,"filler",7,5,"A",NA
52,"english",9717,"filler",5,7,"A",NA
52,"english",5179,"most",7,9,"A",NA
52,"english",3693,"some",1,0,"A",NA
53,"english",11682,"filler",5,6,"A",NA
53,"english",5741,"many",2,4,"A",NA
53,"english",7086,"filler",3,5,"A",NA
53,"english",5090,"most",3,6,"A",NA
53,"english",4619,"some",1,0,"A",NA
53,"english",5681,"filler",1,2,"A",NA
53,"english",5369,"filler",7,4,"A",NA
53,"english",5436,"most",7,8,"A",NA
53,"english",5195,"some",5,6,"A",NA
53,"english",4535,"filler",7,3,"A",NA
53,"english",4820,"filler",1,7,"A",NA
53,"english",4859,"many",7,8,"A",NA
53,"english",3659,"some",1,9,"A",NA
54,"English",4978,"filler",0,8,"C","No, thank you."
54,"English",2853,"most",0,4,"C","No, thank you."
54,"English",3394,"filler",1,5,"C","No, thank you."
54,"English",3595,"many",1,7,"C","No, thank you."
54,"English",1751,"some",1,2,"C","No, thank you."
54,"English",2598,"filler",0,4,"C","No, thank you."
54,"English",9563,"filler",1,7,"C","No, thank you."
54,"English",5354,"many",0,4,"C","No, thank you."
54,"English",2071,"some",1,6,"C","No, thank you."
54,"English",6285,"filler",1,6,"C","No, thank you."
54,"English",6129,"filler",0,3,"C","No, thank you."
54,"English",1984,"most",1,9,"C","No, thank you."
