"id","language","rt","type","response","nr_black","variant","comments"
116,"English",10071,"filler",1,2,"C","N/A"
116,"English",1463,"most",1,8,"C","N/A"
116,"English",2790,"some",1,10,"C","N/A"
117,"English",88919,"filler",0,2,"D","Not difficult, but some questions could easily be answered both ways."
117,"English",4913,"some",1,7,"D","Not difficult, but some questions could easily be answered both ways."
117,"English",6599,"filler",0,7,"D","Not difficult, but some questions could easily be answered both ways."
117,"English",2855,"filler",1,6,"D","Not difficult, but some questions could easily be answered both ways."
117,"English",4533,"some",0,0,"D","Not difficult, but some questions could easily be answered both ways."
117,"English",3726,"filler",1,7,"D","Not difficult, but some questions could easily be answered both ways."
117,"English",3671,"filler",0,6,"D","Not difficult, but some questions could easily be answered both ways."
117,"English",3242,"some",0,10,"D","Not difficult, but some questions could easily be answered both ways."
118,"english",12275,"filler",3,5,"B","interesting"
118,"english",5375,"some",7,7,"B","interesting"
118,"english",8751,"filler",3,6,"B","interesting"
118,"english",5511,"filler",4,3,"B","interesting"
118,"english",6987,"some",5,1,"B","interesting"
118,"english",4864,"filler",7,2,"B","interesting"
118,"english",4615,"filler",4,5,"B","interesting"
118,"english",5293,"some",7,8,"B","interesting"
119,"English",3431,"filler",1,5,"C",NA
119,"English",3362,"many",0,3,"C",NA
119,"English",1584,"filler",0,6,"C",NA
119,"English",1626,"most",1,6,"C",NA
119,"English",2379,"some",1,7,"C",NA
119,"English",1518,"filler",1,7,"C",NA
119,"English",1560,"filler",1,6,"C",NA
119,"English",1279,"many",1,7,"C",NA
119,"English",2435,"some",1,2,"C",NA
119,"English",1274,"filler",1,3,"C",NA
119,"English",2135,"filler",0,2,"C",NA
119,"English",1589,"most",1,8,"C",NA
119,"English",2000,"some",0,10,"C",NA
120,"english",5887,"filler",6,2,"A",NA
120,"english",4036,"most",5,7,"A",NA
120,"english",2119,"filler",2,5,"A",NA
120,"english",2963,"many",5,6,"A",NA
120,"english",3610,"some",3,2,"A",NA
120,"english",3431,"filler",1,2,"A",NA
120,"english",2515,"filler",3,2,"A",NA
120,"english",3903,"many",6,9,"A",NA
120,"english",3289,"some",1,10,"A",NA
120,"english",2775,"filler",2,4,"A",NA
120,"english",2862,"filler",6,4,"A",NA
120,"english",3110,"most",2,4,"A",NA
120,"english",2521,"some",2,7,"A",NA
121,"English",4141,"filler",0,6,"C","Thank You"
121,"English",3647,"most",0,4,"C","Thank You"
121,"English",3663,"filler",1,5,"C","Thank You"
121,"English",3253,"many",1,6,"C","Thank You"
121,"English",2548,"some",1,8,"C","Thank You"
121,"English",5733,"filler",0,4,"C","Thank You"
121,"English",3147,"filler",1,4,"C","Thank You"
121,"English",1876,"many",1,7,"C","Thank You"
121,"English",3738,"some",0,0,"C","Thank You"
121,"English",2500,"filler",1,8,"C","Thank You"
121,"English",3191,"filler",0,4,"C","Thank You"
121,"English",2395,"most",1,8,"C","Thank You"
121,"English",1746,"some",1,5,"C","Thank You"
122,"English",5106,"filler",0,4,"C",NA
122,"English",11311,"many",0,4,"C",NA
122,"English",3126,"filler",1,5,"C",NA
122,"English",6830,"most",0,5,"C",NA
122,"English",3774,"some",1,9,"C",NA
122,"English",2646,"filler",1,7,"C",NA
122,"English",5317,"filler",0,5,"C",NA
122,"English",2486,"most",1,9,"C",NA
122,"English",2054,"some",1,5,"C",NA
122,"English",1663,"filler",0,2,"C",NA
122,"English",2719,"filler",1,8,"C",NA
122,"English",2414,"many",1,7,"C",NA
122,"English",1711,"some",0,0,"C",NA
123,"English",8173,"filler",0,7,"D","none"
123,"English",2983,"some",1,7,"D","none"
123,"English",9796,"filler",0,7,"D","none"
123,"English",3099,"filler",1,8,"D","none"
123,"English",3438,"some",1,3,"D","none"
123,"English",2281,"filler",1,5,"D","none"
123,"English",7701,"filler",0,3,"D","none"
123,"English",3281,"some",1,9,"D","none"
124,"english",9981,"filler",2,2,"A",NA
124,"english",3658,"most",6,8,"A",NA
124,"english",5942,"filler",7,4,"A",NA
124,"english",6931,"many",1,3,"A",NA
124,"english",3096,"some",2,2,"A",NA
124,"english",4193,"filler",6,5,"A",NA
124,"english",4737,"filler",3,3,"A",NA
124,"english",6573,"many",6,7,"A",NA
124,"english",5268,"some",6,5,"A",NA
124,"english",3628,"filler",4,4,"A",NA
124,"english",4013,"filler",1,2,"A",NA
124,"english",3377,"most",2,4,"A",NA
124,"english",4468,"some",7,8,"A",NA
125,"english",9375,"filler",4,7,"A",NA
125,"english",2975,"most",7,10,"A",NA
125,"english",3860,"filler",5,8,"A",NA
125,"english",3988,"many",4,5,"A",NA
125,"english",9021,"some",5,8,"A",NA
125,"english",6059,"filler",4,5,"A",NA
125,"english",4509,"filler",5,7,"A",NA
125,"english",3019,"many",5,7,"A",NA
125,"english",5639,"some",4,5,"A",NA
125,"english",5563,"filler",4,6,"A",NA
125,"english",14582,"filler",1,2,"A",NA
125,"english",3138,"most",1,3,"A",NA
125,"english",2686,"some",1,0,"A",NA
126,"english",4942,"filler",2,8,"A",NA
126,"english",4678,"most",7,9,"A",NA
126,"english",3771,"filler",4,6,"A",NA
126,"english",4187,"many",6,7,"A",NA
126,"english",4510,"some",5,5,"A",NA
126,"english",5404,"filler",7,4,"A",NA
126,"english",3784,"filler",5,3,"A",NA
126,"english",4109,"most",1,3,"A",NA
126,"english",4957,"some",2,10,"A",NA
126,"english",3635,"filler",3,5,"A",NA
126,"english",3973,"filler",1,4,"A",NA
126,"english",3338,"many",3,5,"A",NA
126,"english",3382,"some",2,2,"A",NA
127,"English",3520,"filler",1,2,"D",NA
127,"English",2301,"some",1,8,"D",NA
127,"English",2421,"filler",0,3,"D",NA
127,"English",2998,"filler",1,4,"D",NA
127,"English",1950,"some",1,7,"D",NA
127,"English",2079,"filler",0,8,"D",NA
127,"English",2095,"filler",1,3,"D",NA
127,"English",1886,"some",1,1,"D",NA
128,"English",10595,"filler",1,7,"B",NA
128,"English",7122,"some",1,1,"B",NA
128,"English",9962,"filler",6,5,"B",NA
128,"English",14703,"filler",4,8,"B",NA
128,"English",5262,"some",7,5,"B",NA
128,"English",6890,"filler",1,3,"B",NA
128,"English",5471,"filler",7,6,"B",NA
128,"English",6004,"some",5,8,"B",NA
129,"english",4652,"filler",1,3,"C","no"
129,"english",1634,"most",1,5,"C","no"
129,"english",1588,"filler",0,6,"C","no"
129,"english",2372,"many",0,4,"C","no"
129,"english",967,"some",1,4,"C","no"
129,"english",1387,"filler",1,2,"C","no"
129,"english",1584,"filler",0,4,"C","no"
129,"english",1520,"most",1,9,"C","no"
129,"english",2122,"some",1,6,"C","no"
129,"english",950,"filler",0,3,"C","no"
129,"english",1286,"filler",1,6,"C","no"
129,"english",852,"many",1,7,"C","no"
129,"english",904,"some",0,10,"C","no"
130,"english",9686,"filler",4,6,"A",NA
130,"english",6078,"many",2,4,"A",NA
130,"english",6254,"filler",7,4,"A",NA
130,"english",5419,"most",1,4,"A",NA
130,"english",4233,"some",3,7,"A",NA
130,"english",3310,"filler",1,3,"A",NA
130,"english",4680,"filler",3,4,"A",NA
130,"english",4844,"many",6,10,"A",NA
130,"english",4872,"some",3,9,"A",NA
130,"english",6415,"filler",2,7,"A",NA
130,"english",2272,"filler",1,6,"A",NA
130,"english",4071,"most",3,9,"A",NA
130,"english",3344,"some",7,4,"A",NA
131,"english",5055,"filler",5,5,"A",NA
131,"english",3438,"most",7,8,"A",NA
131,"english",3087,"filler",6,7,"A",NA
131,"english",2588,"many",6,8,"A",NA
131,"english",2429,"some",2,9,"A",NA
131,"english",4481,"filler",4,8,"A",NA
131,"english",3274,"filler",3,2,"A",NA
131,"english",5071,"most",6,5,"A",NA
131,"english",4338,"some",6,3,"A",NA
131,"english",8805,"filler",2,6,"A",NA
131,"english",5442,"filler",6,2,"A",NA
131,"english",15821,"many",5,5,"A",NA
131,"english",2673,"some",3,6,"A",NA
132,"english",11555,"filler",3,8,"A",NA
132,"english",6007,"most",2,9,"A",NA
132,"english",6298,"filler",3,7,"A",NA
132,"english",4051,"many",4,4,"A",NA
132,"english",4429,"some",4,5,"A",NA
132,"english",3381,"filler",2,8,"A",NA
132,"english",3570,"filler",5,2,"A",NA
132,"english",6519,"many",1,10,"A",NA
132,"english",9054,"some",2,9,"A",NA
132,"english",8918,"filler",3,8,"A",NA
132,"english",4072,"filler",2,4,"A",NA
132,"english",7520,"most",6,6,"A",NA
132,"english",6664,"some",5,4,"A",NA
133,"english",9114,"filler",4,3,"A",NA
133,"english",4108,"many",6,5,"A",NA
133,"english",4114,"filler",3,4,"A",NA
133,"english",2375,"most",4,10,"A",NA
133,"english",2155,"some",5,0,"A",NA
133,"english",4317,"filler",3,5,"A",NA
133,"english",5722,"filler",2,8,"A",NA
133,"english",5541,"most",2,4,"A",NA
133,"english",4343,"some",6,6,"A",NA
133,"english",3629,"filler",6,8,"A",NA
133,"english",2889,"filler",4,4,"A",NA
133,"english",2395,"many",3,9,"A",NA
133,"english",2946,"some",4,8,"A",NA
134,"english",19904,"filler",1,4,"A",NA
134,"english",5678,"most",2,10,"A",NA
134,"english",5968,"filler",3,4,"A",NA
134,"english",8248,"many",6,8,"A",NA
134,"english",11912,"some",1,10,"A",NA
134,"english",3745,"filler",6,4,"A",NA
134,"english",6096,"filler",2,6,"A",NA
134,"english",5773,"most",2,4,"A",NA
134,"english",4837,"some",3,1,"A",NA
134,"english",6580,"filler",3,4,"A",NA
134,"english",6083,"filler",6,6,"A",NA
134,"english",5817,"many",7,5,"A",NA
134,"english",3335,"some",7,5,"A",NA
135,"English",4147,"filler",1,2,"D","None"
135,"English",1542,"some",1,1,"D","None"
135,"English",1926,"filler",1,4,"D","None"
135,"English",2272,"filler",0,6,"D","None"
135,"English",1728,"some",0,10,"D","None"
135,"English",1582,"filler",0,2,"D","None"
135,"English",1331,"filler",0,4,"D","None"
135,"English",1412,"some",1,7,"D","None"
136,"English",7614,"filler",4,5,"B","no
"
136,"English",5628,"some",7,9,"B","no
"
136,"English",4647,"filler",7,5,"B","no
"
136,"English",4803,"filler",3,5,"B","no
"
136,"English",4187,"some",7,6,"B","no
"
136,"English",6474,"filler",1,2,"B","no
"
136,"English",3904,"filler",1,4,"B","no
"
136,"English",4474,"some",7,1,"B","no
"
137,"english",15203,"filler",6,5,"B","no"
137,"english",7364,"some",7,9,"B","no"
137,"english",6976,"filler",3,2,"B","no"
137,"english",6845,"filler",3,2,"B","no"
137,"english",6540,"some",7,6,"B","no"
137,"english",5736,"filler",1,6,"B","no"
137,"english",4384,"filler",1,7,"B","no"
137,"english",5822,"some",6,2,"B","no"
138,"english",13987,"filler",4,3,"B",NA
138,"english",9093,"some",2,8,"B",NA
138,"english",6368,"filler",6,3,"B",NA
138,"english",5816,"filler",4,2,"B",NA
138,"english",5552,"some",1,1,"B",NA
138,"english",6948,"filler",7,7,"B",NA
138,"english",4339,"filler",1,8,"B",NA
138,"english",5260,"some",5,6,"B",NA
139,"English",17195,"filler",2,4,"B",NA
139,"English",15699,"some",2,1,"B",NA
139,"English",10981,"filler",6,5,"B",NA
139,"English",12476,"filler",5,2,"B",NA
139,"English",4640,"some",7,5,"B",NA
139,"English",7604,"filler",7,4,"B",NA
139,"English",20961,"filler",3,3,"B",NA
139,"English",8680,"some",4,9,"B",NA
140,"English",4594,"filler",1,4,"D",NA
140,"English",3465,"some",1,7,"D",NA
140,"English",3015,"filler",0,7,"D",NA
140,"English",3268,"filler",1,5,"D",NA
140,"English",1996,"some",1,3,"D",NA
140,"English",2326,"filler",1,7,"D",NA
140,"English",6168,"filler",0,7,"D",NA
140,"English",3965,"some",0,8,"D",NA
141,"English",4190,"filler",1,7,"C",NA
141,"English",2031,"most",1,6,"C",NA
141,"English",1631,"filler",0,5,"C",NA
141,"English",1955,"many",1,5,"C",NA
141,"English",1608,"some",0,0,"C",NA
141,"English",1551,"filler",0,2,"C",NA
141,"English",1901,"filler",0,8,"C",NA
141,"English",1486,"many",1,7,"C",NA
141,"English",1187,"some",1,5,"C",NA
141,"English",1301,"filler",1,8,"C",NA
141,"English",1142,"filler",1,4,"C",NA
141,"English",1296,"most",1,8,"C",NA
141,"English",1587,"some",0,10,"C",NA
142,"english",10447,"filler",1,8,"A",NA
142,"english",13288,"many",5,10,"A",NA
142,"english",7124,"filler",5,8,"A",NA
142,"english",6910,"most",7,6,"A",NA
142,"english",5800,"some",7,4,"A",NA
142,"english",5411,"filler",7,3,"A",NA
142,"english",7740,"filler",2,5,"A",NA
142,"english",4845,"most",6,10,"A",NA
142,"english",3461,"some",7,6,"A",NA
142,"english",7255,"filler",4,3,"A",NA
142,"english",5452,"filler",4,6,"A",NA
142,"english",4269,"many",7,6,"A",NA
142,"english",3761,"some",5,9,"A",NA
143,"english",5566,"filler",1,4,"C","no comment"
143,"english",6589,"many",1,6,"C","no comment"
143,"english",2391,"filler",0,7,"C","no comment"
143,"english",2831,"most",0,4,"C","no comment"
143,"english",4127,"some",0,1,"C","no comment"
143,"english",3190,"filler",1,7,"C","no comment"
143,"english",1543,"filler",0,5,"C","no comment"
143,"english",1991,"most",1,8,"C","no comment"
143,"english",8423,"some",1,6,"C","no comment"
143,"english",2166,"filler",0,5,"C","no comment"
143,"english",3928,"filler",1,3,"C","no comment"
143,"english",1438,"many",1,7,"C","no comment"
143,"english",1655,"some",1,8,"C","no comment"
144,"english",7753,"filler",7,2,"B","no comments"
144,"english",3997,"some",4,1,"B","no comments"
144,"english",4811,"filler",3,7,"B","no comments"
144,"english",3821,"filler",1,3,"B","no comments"
144,"english",5610,"some",4,9,"B","no comments"
144,"english",3195,"filler",6,6,"B","no comments"
144,"english",3366,"filler",4,7,"B","no comments"
144,"english",3329,"some",7,7,"B","no comments"
145,"English",3339,"filler",1,8,"C",NA
145,"English",2696,"many",0,4,"C",NA
145,"English",2079,"filler",0,3,"C",NA
145,"English",2339,"most",0,3,"C",NA
145,"English",2077,"some",1,9,"C",NA
145,"English",3617,"filler",0,6,"C",NA
145,"English",1893,"filler",1,4,"C",NA
145,"English",1397,"most",1,8,"C",NA
145,"English",1471,"some",1,6,"C",NA
145,"English",2711,"filler",1,6,"C",NA
145,"English",2039,"filler",0,2,"C",NA
145,"English",1473,"many",1,10,"C",NA
145,"English",1856,"some",1,2,"C",NA
146,"english",17383,"filler",3,3,"B",NA
146,"english",10794,"some",2,1,"B",NA
146,"english",9472,"filler",7,8,"B",NA
146,"english",6816,"filler",1,5,"B",NA
146,"english",6788,"some",7,6,"B",NA
146,"english",5721,"filler",1,6,"B",NA
146,"english",5423,"filler",7,7,"B",NA
146,"english",10650,"some",6,8,"B",NA
147,"English",13344,"filler",1,3,"D","Thanks!"
147,"English",9383,"some",1,7,"D","Thanks!"
147,"English",6732,"filler",1,6,"D","Thanks!"
147,"English",7750,"filler",0,6,"D","Thanks!"
147,"English",6759,"some",1,4,"D","Thanks!"
147,"English",13163,"filler",1,3,"D","Thanks!"
147,"English",4587,"filler",0,3,"D","Thanks!"
147,"English",9739,"some",1,10,"D","Thanks!"
148,"English",4909,"filler",0,3,"D",NA
148,"English",3064,"some",1,5,"D",NA
148,"English",3664,"filler",0,6,"D",NA
148,"English",1874,"filler",0,2,"D",NA
148,"English",3859,"some",0,10,"D",NA
148,"English",1763,"filler",1,6,"D",NA
148,"English",1313,"filler",1,6,"D",NA
148,"English",1123,"some",1,3,"D",NA
149,"english",5944,"filler",0,3,"D",NA
149,"english",5969,"some",0,10,"D",NA
149,"english",5609,"filler",1,4,"D",NA
149,"english",2762,"filler",1,8,"D",NA
149,"english",1420,"some",1,7,"D",NA
149,"english",2582,"filler",1,5,"D",NA
149,"english",2830,"filler",0,6,"D",NA
149,"english",1854,"some",1,3,"D",NA
150,"english",11349,"filler",5,3,"A",NA
150,"english",6866,"many",7,9,"A",NA
150,"english",4747,"filler",6,7,"A",NA
150,"english",5133,"most",2,4,"A",NA
150,"english",4819,"some",6,3,"A",NA
150,"english",3558,"filler",2,3,"A",NA
150,"english",6456,"filler",1,8,"A",NA
150,"english",4658,"most",6,8,"A",NA
150,"english",3919,"some",6,5,"A",NA
150,"english",7194,"filler",6,4,"A",NA
150,"english",7189,"filler",4,7,"A",NA
150,"english",4238,"many",2,4,"A",NA
150,"english",4643,"some",2,10,"A",NA
151,"English",10958,"filler",7,7,"B","Very good engaging study enjoyed it much and thanks in advance keep up the work"
151,"English",5701,"some",7,6,"B","Very good engaging study enjoyed it much and thanks in advance keep up the work"
151,"English",4835,"filler",3,4,"B","Very good engaging study enjoyed it much and thanks in advance keep up the work"
151,"English",5887,"filler",1,6,"B","Very good engaging study enjoyed it much and thanks in advance keep up the work"
151,"English",3337,"some",1,0,"B","Very good engaging study enjoyed it much and thanks in advance keep up the work"
151,"English",4645,"filler",4,6,"B","Very good engaging study enjoyed it much and thanks in advance keep up the work"
151,"English",4855,"filler",4,3,"B","Very good engaging study enjoyed it much and thanks in advance keep up the work"
151,"English",3449,"some",6,8,"B","Very good engaging study enjoyed it much and thanks in advance keep up the work"
152,"English",15855,"filler",3,6,"B","I experienced no difficulties within this survey. The information presented was sufficient and the questions were easy to comprehend. Thank you for this opportunity!"
152,"English",6574,"some",7,6,"B","I experienced no difficulties within this survey. The information presented was sufficient and the questions were easy to comprehend. Thank you for this opportunity!"
152,"English",6145,"filler",1,5,"B","I experienced no difficulties within this survey. The information presented was sufficient and the questions were easy to comprehend. Thank you for this opportunity!"
152,"English",11963,"filler",4,4,"B","I experienced no difficulties within this survey. The information presented was sufficient and the questions were easy to comprehend. Thank you for this opportunity!"
152,"English",7547,"some",5,9,"B","I experienced no difficulties within this survey. The information presented was sufficient and the questions were easy to comprehend. Thank you for this opportunity!"
152,"English",7561,"filler",6,5,"B","I experienced no difficulties within this survey. The information presented was sufficient and the questions were easy to comprehend. Thank you for this opportunity!"
152,"English",2919,"filler",2,8,"B","I experienced no difficulties within this survey. The information presented was sufficient and the questions were easy to comprehend. Thank you for this opportunity!"
152,"English",3650,"some",1,0,"B","I experienced no difficulties within this survey. The information presented was sufficient and the questions were easy to comprehend. Thank you for this opportunity!"
153,"english",6903,"filler",1,3,"A",NA
153,"english",5767,"many",5,6,"A",NA
153,"english",4860,"filler",7,7,"A",NA
153,"english",3172,"most",6,8,"A",NA
153,"english",3489,"some",5,5,"A",NA
153,"english",3707,"filler",4,8,"A",NA
153,"english",2979,"filler",3,3,"A",NA
153,"english",2845,"most",5,6,"A",NA
153,"english",5422,"some",2,10,"A",NA
153,"english",2294,"filler",2,2,"A",NA
153,"english",3528,"filler",6,2,"A",NA
153,"english",6204,"many",5,7,"A",NA
153,"english",3328,"some",2,1,"A",NA
154,"English",12831,"filler",0,5,"D",NA
154,"English",4423,"some",1,8,"D",NA
154,"English",5597,"filler",1,7,"D",NA
154,"English",4406,"filler",1,3,"D",NA
154,"English",4013,"some",0,2,"D",NA
154,"English",4637,"filler",1,5,"D",NA
154,"English",3480,"filler",1,2,"D",NA
154,"English",3720,"some",1,7,"D",NA
155,"English",8675,"filler",3,2,"B","no thank you"
155,"English",3570,"some",7,9,"B","no thank you"
155,"English",5747,"filler",3,7,"B","no thank you"
155,"English",3582,"filler",1,6,"B","no thank you"
155,"English",2516,"some",7,6,"B","no thank you"
155,"English",5473,"filler",2,8,"B","no thank you"
155,"English",8157,"filler",5,5,"B","no thank you"
155,"English",2415,"some",7,3,"B","no thank you"
156,"English",4305,"filler",1,6,"C","Fun, thanks!"
156,"English",5086,"most",0,5,"C","Fun, thanks!"
156,"English",3509,"filler",0,2,"C","Fun, thanks!"
156,"English",2460,"many",1,10,"C","Fun, thanks!"
156,"English",2824,"some",1,5,"C","Fun, thanks!"
156,"English",2116,"filler",0,2,"C","Fun, thanks!"
156,"English",3644,"filler",0,7,"C","Fun, thanks!"
156,"English",2705,"many",0,4,"C","Fun, thanks!"
156,"English",1849,"some",1,9,"C","Fun, thanks!"
156,"English",1685,"filler",1,2,"C","Fun, thanks!"
156,"English",1309,"filler",0,2,"C","Fun, thanks!"
156,"English",1152,"most",1,9,"C","Fun, thanks!"
156,"English",1185,"some",0,0,"C","Fun, thanks!"
157,"English",9646,"filler",2,3,"B","I accidentally clicked ""false"" on one of the ""some are black"" statements.  It was the one where around half were black"
157,"English",3359,"some",2,10,"B","I accidentally clicked ""false"" on one of the ""some are black"" statements.  It was the one where around half were black"
157,"English",3527,"filler",3,3,"B","I accidentally clicked ""false"" on one of the ""some are black"" statements.  It was the one where around half were black"
157,"English",2387,"filler",5,7,"B","I accidentally clicked ""false"" on one of the ""some are black"" statements.  It was the one where around half were black"
157,"English",4591,"some",6,2,"B","I accidentally clicked ""false"" on one of the ""some are black"" statements.  It was the one where around half were black"
157,"English",4504,"filler",3,5,"B","I accidentally clicked ""false"" on one of the ""some are black"" statements.  It was the one where around half were black"
157,"English",2721,"filler",6,2,"B","I accidentally clicked ""false"" on one of the ""some are black"" statements.  It was the one where around half were black"
157,"English",4034,"some",5,7,"B","I accidentally clicked ""false"" on one of the ""some are black"" statements.  It was the one where around half were black"
158,"english",8324,"filler",2,5,"B",NA
158,"english",5221,"some",7,5,"B",NA
158,"english",3964,"filler",1,7,"B",NA
158,"english",3798,"filler",7,8,"B",NA
158,"english",6909,"some",6,9,"B",NA
158,"english",6756,"filler",3,3,"B",NA
158,"english",3588,"filler",4,3,"B",NA
158,"english",5230,"some",3,1,"B",NA
159,"English",9790,"filler",5,2,"B",NA
159,"English",4388,"some",2,10,"B",NA
159,"English",5131,"filler",1,2,"B",NA
159,"English",10109,"filler",6,8,"B",NA
159,"English",3596,"some",7,3,"B",NA
159,"English",3320,"filler",6,2,"B",NA
159,"English",3059,"filler",1,5,"B",NA
159,"English",3758,"some",7,6,"B",NA
160,"English",16864,"filler",6,5,"B",NA
160,"English",13659,"some",7,6,"B",NA
160,"English",8719,"filler",3,7,"B",NA
160,"English",6419,"filler",4,7,"B",NA
160,"English",9349,"some",6,3,"B",NA
160,"English",9734,"filler",7,5,"B",NA
160,"English",8063,"filler",1,5,"B",NA
160,"English",9996,"some",2,9,"B",NA
161,"english",7592,"filler",0,5,"D",NA
161,"english",4301,"some",0,10,"D",NA
161,"english",3783,"filler",1,8,"D",NA
161,"english",4015,"filler",1,5,"D",NA
161,"english",2317,"some",1,4,"D",NA
161,"english",3783,"filler",0,3,"D",NA
161,"english",5156,"filler",0,6,"D",NA
161,"english",2274,"some",1,5,"D",NA
162,"English",8284,"filler",2,8,"B",NA
162,"English",8907,"some",1,10,"B",NA
162,"English",4481,"filler",5,7,"B",NA
162,"English",3275,"filler",1,4,"B",NA
162,"English",4395,"some",7,6,"B",NA
162,"English",21469,"filler",7,4,"B",NA
162,"English",3683,"filler",6,5,"B",NA
162,"English",37687,"some",7,3,"B",NA
163,"english",7694,"filler",6,2,"A",NA
163,"english",5545,"most",7,7,"A",NA
163,"english",4133,"filler",5,6,"A",NA
163,"english",5571,"many",7,8,"A",NA
163,"english",3521,"some",5,8,"A",NA
163,"english",3194,"filler",6,6,"A",NA
163,"english",5643,"filler",1,2,"A",NA
163,"english",4663,"most",1,3,"A",NA
163,"english",3773,"some",4,1,"A",NA
163,"english",3718,"filler",5,6,"A",NA
163,"english",4027,"filler",4,4,"A",NA
163,"english",5882,"many",5,6,"A",NA
163,"english",11213,"some",6,6,"A",NA
164,"English",5989,"filler",0,3,"C",NA
164,"English",4834,"many",1,7,"C",NA
164,"English",2027,"filler",0,6,"C",NA
164,"English",2183,"most",1,9,"C",NA
164,"English",2613,"some",0,8,"C",NA
164,"English",3103,"filler",1,8,"C",NA
164,"English",1895,"filler",1,7,"C",NA
164,"English",4031,"most",1,6,"C",NA
164,"English",2349,"some",1,5,"C",NA
164,"English",3697,"filler",0,3,"C",NA
164,"English",3285,"filler",0,2,"C",NA
164,"English",4614,"many",1,4,"C",NA
164,"English",1752,"some",0,1,"C",NA
165,"English",12049,"filler",0,5,"D",NA
165,"English",4399,"some",0,1,"D",NA
165,"English",3087,"filler",0,6,"D",NA
165,"English",1632,"filler",1,2,"D",NA
165,"English",2591,"some",1,6,"D",NA
165,"English",3920,"filler",0,4,"D",NA
165,"English",3793,"filler",1,5,"D",NA
165,"English",2422,"some",0,10,"D",NA
166,"english",4808,"filler",4,6,"A",NA
166,"english",2904,"most",6,8,"A",NA
166,"english",5506,"filler",6,4,"A",NA
166,"english",2843,"many",2,4,"A",NA
166,"english",3736,"some",3,6,"A",NA
166,"english",3830,"filler",3,3,"A",NA
166,"english",4160,"filler",4,7,"A",NA
166,"english",2820,"many",6,8,"A",NA
166,"english",5279,"some",3,9,"A",NA
166,"english",2837,"filler",1,2,"A",NA
166,"english",3787,"filler",6,6,"A",NA
166,"english",2557,"most",2,4,"A",NA
166,"english",5264,"some",7,3,"A",NA
167,"English",9306,"filler",2,8,"B",NA
167,"English",14439,"some",6,5,"B",NA
167,"English",12380,"filler",4,2,"B",NA
167,"English",5515,"filler",2,5,"B",NA
167,"English",24391,"some",3,10,"B",NA
167,"English",13376,"filler",3,2,"B",NA
167,"English",26543,"filler",6,3,"B",NA
167,"English",6909,"some",3,1,"B",NA
168,"English",10163,"filler",7,7,"B",NA
168,"English",5309,"some",7,3,"B",NA
168,"English",5391,"filler",2,5,"B",NA
168,"English",4399,"filler",6,8,"B",NA
168,"English",7075,"some",1,10,"B",NA
168,"English",4694,"filler",1,4,"B",NA
168,"English",3549,"filler",1,3,"B",NA
168,"English",4078,"some",7,5,"B",NA
169,"English",6962,"filler",1,4,"C",NA
169,"English",6527,"most",0,6,"C",NA
169,"English",6511,"filler",1,6,"C",NA
169,"English",6231,"many",0,10,"C",NA
169,"English",2472,"some",1,2,"C",NA
169,"English",7248,"filler",0,8,"C",NA
169,"English",2895,"filler",1,3,"C",NA
169,"English",1767,"many",0,3,"C",NA
169,"English",1576,"some",1,7,"C",NA
169,"English",1366,"filler",0,4,"C",NA
169,"English",1399,"filler",0,3,"C",NA
169,"English",1559,"most",1,7,"C",NA
169,"English",3326,"some",1,8,"C",NA
170,"english",3179,"filler",0,3,"C","no"
170,"english",2444,"many",0,3,"C","no"
170,"english",2416,"filler",1,6,"C","no"
170,"english",2102,"most",1,8,"C","no"
170,"english",2212,"some",0,10,"C","no"
170,"english",3717,"filler",1,6,"C","no"
170,"english",3065,"filler",0,3,"C","no"
170,"english",5488,"many",0,10,"C","no"
170,"english",2164,"some",1,3,"C","no"
170,"english",3277,"filler",0,8,"C","no"
170,"english",2414,"filler",1,3,"C","no"
170,"english",2147,"most",0,3,"C","no"
170,"english",2004,"some",1,7,"C","no"
171,"English",5172,"filler",0,6,"C","no"
171,"English",2533,"many",1,8,"C","no"
171,"English",1992,"filler",1,8,"C","no"
171,"English",1487,"most",1,9,"C","no"
171,"English",1429,"some",1,4,"C","no"
171,"English",2072,"filler",0,6,"C","no"
171,"English",2359,"filler",0,3,"C","no"
171,"English",1830,"most",0,4,"C","no"
171,"English",2336,"some",1,9,"C","no"
171,"English",1678,"filler",0,8,"C","no"
171,"English",1753,"filler",1,4,"C","no"
171,"English",1769,"many",1,6,"C","no"
171,"English",1462,"some",1,7,"C","no"
172,"english",3979,"filler",1,6,"C","no"
172,"english",3438,"many",1,6,"C","no"
172,"english",1581,"filler",1,5,"C","no"
172,"english",1503,"most",1,10,"C","no"
172,"english",1415,"some",1,6,"C","no"
172,"english",2994,"filler",0,5,"C","no"
172,"english",1824,"filler",0,8,"C","no"
172,"english",1719,"many",1,10,"C","no"
172,"english",1450,"some",1,8,"C","no"
172,"english",2176,"filler",0,4,"C","no"
172,"english",2751,"filler",1,5,"C","no"
172,"english",3720,"most",0,4,"C","no"
172,"english",2333,"some",0,0,"C","no"
173,"English",7106,"filler",0,3,"C","I liked doing it."
173,"English",3527,"many",1,7,"C","I liked doing it."
173,"English",5527,"filler",1,2,"C","I liked doing it."
173,"English",1669,"most",1,7,"C","I liked doing it."
